Team Number,Team Name,Location,2026
9657,SESI SENAI IPÊV4,"MOSSORÓ, Rio Grande do Norte, Brazil",True
9658,Camber,"San Antonio, Texas, USA",True
9659,Vanier Vikings,"North York, Ontario, Canada",True
9660,Delgado Community College Dolphinbots,"New Orleans, Louisiana, USA",True
9661,Huskie STEAM,"Breckenridge, Michigan, USA",True
9662,Valley Lutheran High School Chargers,"Saginaw, Michigan, USA",True
9663,Offshape Robotics,"London, Ontario, Canada",False
9664,The Lumberjacks,"San Antonio, Texas, USA",False
9665,Vanderbilt Area Schools,"Vanderbilt, Michigan, USA",False
9666,AAE Knights,"Victorville, California, USA",False
9667,ITEM # 9667 Cyborg Silverback (Independent Team of Engineers that Meet),"Mannford, Oklahoma, USA",False
9668,West Robotics,"Knoxville, Tennessee, USA",True
9669,Regina Riveters,"Wilmette, Illinois, USA",True
9670,The Gadgeteers of St. Johns County,"Saint Augustine, Florida, USA",True
9671,Robosnacks,"Grand Rapids, Michigan, USA",True
9672,Colon Magi Robotics ,"Colon, Michigan, USA",True
9673,Volt Vespids,"Ithaca, Michigan, USA",True
9674,Trojan Power Robotics,"Crystal Falls, Michigan, USA",True
9675,COLOSSUS,"São Luis, Maranhão, Brazil",False
9676,Hub City STEAM,"Marshfield, Wisconsin, USA",False
9677,Electric Calamari,"Loveland, Colorado, USA",False
9678,Step Up,"London, Ontario, Canada",False
9679,Madison Eagles,"Madison Heights, Michigan, USA",True
9680,SIA Phoenix Rising,"Spokane, Washington, USA",False
9681,Shark Robotics,"Richmond, British Columbia, Canada",False
9682,Norway Robotics,"Norway, Michigan, USA",True
9683,Equipe SESI-SENAI - Cacoal,"Porto Velho, Rondônia, Brazil",False
9684,Cardozo Unstoppable,"Washington, District of Columbia, USA",True
9685,Crystal Oscillators,"Bay City, Michigan, USA",True
9686,Gwinn Modeltowners,"Gwinn, Michigan, USA",False
9687,NEX-TECH,"istanbul, Istanbul, Türkiye",False
9688,Moltimun,"İstanbul, Istanbul, Türkiye",False
9689,Haycar,"İstanbul, Istanbul, Türkiye",False
9690,Defuse Robotics,"Gebze, Kocaeli, Türkiye",False
9691,TOBB_BİLSEM,"Tepebaşı, Eskisehir, Türkiye",False
9692,Sigma Powered By Adipro,"Mumbai, Maharashtra, India",True
9693,Miami Dade College Sharkbotz,"Miami, Florida, USA",False
9694,TUBITECH,"Gebze, Kocaeli, Türkiye",True
9695,BAYKAR Robotics,"Istanbul, Istanbul, Türkiye",False
9696,Hamichanics,"Los Angeles, California, USA",True
9697,Bionic Bucs,"Mount Morris, Michigan, USA",True
9698,Zipbombs of BGCNF,"Green Cove Springs, Florida, USA",True
9699,Bayou Crusaders,"Schriever, Louisiana, USA",True
9700,YMCABattleJacks,"Bogalusa, Louisiana, USA",False
9701,CrossWired Robotics,"Muskogee, Oklahoma, USA",False
9702,Nexus Robotics,"Metepec, Mexico, Mexico",False
9703,Q_Bots,"Quincy, Michigan, USA",True
9704,IgKnighted,"Chandler, Arizona, USA",True
9705,EastRamapo,"Suffern, New York, USA",False
9706,R^3   (Redwood Ranger Robotics),"Visalia, California, USA",True
9707,Volt-Cats,"Graham, North Carolina, USA",False
9708,Supersonic Circuit Breakers,"Bossier City, Louisiana, USA",True
9709,Isotope Robotics,"Chesterfield, Virginia, USA",True
9710,Discovery Polybotz,"Springfield, Massachusetts, USA",True
9711,Cy-Fly,"Tallahassee, Florida, USA",False
9712,Iron Sharks,"Pascagoula, Mississippi, USA",False
9713,The TACA Titans,"Warwick, New York, USA",False
9714,High Altitude,"Rio Vista, Texas, USA",False
9715,Tsinelas',"Manila, National Capital Region, Philippines",True
9716,IT Kids Robotics,"Orlando, Florida, USA",False
9717,Poultronix,"Forest, Mississippi, USA",True
9718,Wookie Mistakes,"Brandon, Mississippi, USA",False
9719,ThunderTech Robotics,"Maple Ridge, British Columbia, Canada",True
9720,Metal Head Robotics,"Saint Petersburg, Florida, USA",True
9721,Red Hawk Robotics,"Cedar Springs, Michigan, USA",True
9722,Polar Robotics,"Grand Marais, Michigan, USA",True
9723,STEAMex Katatronik,"Puerto Vallarta, Jalisco, Mexico",False
9724,Cross Circuit Christians,"Sanford, North Carolina, USA",False
9725,young law,"West Palm Beach, Florida, USA",False
9726,Notus Pirates,"Caldwell, Idaho, USA",True
9727,Warrior Robotics,"Redford, Michigan, USA",True
9728,BGCCF Joe R Lee Branch,"Maitland, Florida, USA",True
9729,Knights,"West Roxbury, Massachusetts, USA",True
9730,Metal Maniacs,"Escondido, California, USA",True
9731,All Saints Range Precision,"Bay City, Michigan, USA",True
9732,Rainbow Junkyard,"South Portland, Maine, USA",True
9733,Gold Diggers,"Iron Mountain, Michigan, USA",True
9734,Jasper County Robotics,"Bay Springs, Mississippi, USA",True
9735,Electric Dragons,"Romulus, Michigan, USA",True
9736,Tawas Braves,"Tawas City, Michigan, USA",True
9737,The Quackers,"Boise, Idaho, USA",False
9738,Ionic Bond,"Tel Mond, Tel-Aviv, Israel",True
9739,Firefly,"Modi'in-Maccabim-Re'ut, HaMerkaz, Israel",True
9740,CANBus in memory of Roney Tal,"yavne, HaMerkaz, Israel",True
9741,STORM,"rishon lezion, HaMerkaz, Israel",False
9742,Walkerville Wildcats,"Walkerville, Michigan, USA",False
9743,MV TITANS,"Vermontville, Michigan, USA",True
9744,Breithaupt Bulldogs,"Detroit, Michigan, USA",False
9745,Lazer Sharkz,"Glenwood, Minnesota, USA",True
9746,Pickford High School Panthers,"Pickford, Michigan, USA",False
9747,ElectroPanthers II,"Center Line, Michigan, USA",True
9748,Ann Arbor Academy Blue Herons,"Ann Arbor, Michigan, USA",False
9749,Arbor Prep Gators,"Ypsilanti, Michigan, USA",False
9750,ED Robotics,"Jönköping, Jönköpings län, Sweden",True
9751,OIA PantherBots,"Hamtramck, Michigan, USA",True
9752,ITKAN Robotics Jr,"Plano, Texas, USA",False
9753,Team Success,"Lansing, Michigan, USA",True
9754,Vestabots,"Vestaburg, Michigan, USA",True
9755,Red Devil Robotics,"Ironwood, Michigan, USA",True
9756,Robo Panthers,"Hesperia, Michigan, USA",True
9757,Mecha Marauders,"Marlette, Michigan, USA",True
9758,Pantron-X,"Watervliet, Michigan, USA",True
9759,Forge of Falcon,"West Branch, Michigan, USA",True
9760,Cristo Rey Jesuit Trailblazers,"Milwaukee, Wisconsin, USA",True
9761,LSMSA Robotics,"Natchitoches, Louisiana, USA",True
9762,Raccoon Robotics,"Canton, North Carolina, USA",True
9763,Cast Iron Clippers,"Martin, Michigan, USA",False
9764,Maritime Marauders,"Panama City, Florida, USA",False
9765,LCS Cougars,"Adrian, Michigan, USA",False
9766,Northridge Vikings,"Johnstown, Ohio, USA",False
9767,Magnificat MagnifiBots,"Rocky River, Ohio, USA",True
9768,ROBOKNIGHTS,"Plaquemine, Louisiana, USA",True
9769,Toronto Prep,"Toronto, Ontario, Canada",False
9770,Victory Church of Christ Robo Knights,"Atlanta, Georgia, USA",True
9771,FPro - Frankfort HS,"Frankfort, Michigan, USA",True
9772,Titans Robotics,"Winnetka, California, USA",True
9773,Cardinal Robotics,"Wakefield, Michigan, USA",True
9775,Ravens,"Detroit, Michigan, USA",False
9776,Gator Gears,"Swartz Creek, Michigan, USA",True
9777,Knights of the Lab Table,"Gilbert, Arizona, USA",True
9778,Horizon Hawks Robotics,"Winter Garden, Florida, USA",False
9779,Gladiator Robotics,"Hialeah, Florida, USA",True
9780,Accelerated Learning Academy,"Flint, Michigan, USA",False
9781,Northgate Deep-Sea Welders Union,"Walnut Creek, California, USA",False
9782,Wextech Titans,"Scarborough, Ontario, Canada",True
9783,Steppe Steppers,"LVIV, L'vivs'ka Oblast', Ukraine",False
9784,Cyberbots,"Waterdown, Ontario, Canada",False
9785,Alectrona,"Aurora, Ontario, Canada",True
9786,MHS Wolfpack Team 9786,"Monahans, Texas, USA",True
9787,Fathom Robotics,"Baker, Florida, USA",True
9788,R.A.M.,"Williamston, North Carolina, USA",True
9789,Platinum Ringleaders,"Roanoke Rapids, North Carolina, USA",True
9790,Crypto Creek II,"Sellersburg, Indiana, USA",True
9970,Off-Season Demo Team 9970,"Manchester, NH, USA",True
9971,Off-Season Demo Team 9971,"Manchester, NH, USA",True
9972,Off-Season Demo Team 9972,"Manchester, NH, USA",True
9973,Off-Season Demo Team 9973,"Manchester, NH, USA",True
9974,Off-Season Demo Team 9974,"Manchester, NH, USA",True
9975,Off-Season Demo Team 9975,"Manchester, NH, USA",True
9976,Off-Season Demo Team 9976,"Manchester, NH, USA",True
9977,Off-Season Demo Team 9977,"Manchester, NH, USA",True
9978,Off-Season Demo Team 9978,"Manchester, NH, USA",False
9979,Off-Season Demo Team 9979,"Manchester, NH, USA",False
9980,Off-Season Demo Team 9980,"Manchester, NH, USA",False
9981,Off-Season Demo Team 9981,"Manchester, NH, USA",False
9982,Off-Season Demo Team 9982,"Manchester, NH, USA",False
9983,Off-Season Demo Team 9983,"Manchester, NH, USA",False
9984,Off-Season Demo Team 9984,"Manchester, NH, USA",False
9985,Off-Season Demo Team 9985,"Manchester, NH, USA",False
9986,Off-Season Demo Team 9986,"Manchester, NH, USA",False
9987,Off-Season Demo Team 9987,"Manchester, NH, USA",False
9988,Off-Season Demo Team 9988,"Manchester, NH, USA",False
9989,Off-Season Demo Team 9989,"Manchester, NH, USA",False
9990,Off-Season Demo Team 9990,"Manchester, NH, USA",False
9991,Off-Season Demo Team 9991,"Manchester, NH, USA",False
9992,Off-Season Demo Team 9992,"Manchester, NH, USA",False
9993,Off-Season Demo Team 9993,"Manchester, NH, USA",False
9994,Off-Season Demo Team 9994,"Manchester, NH, USA",False
9995,Off-Season Demo Team 9995,"Manchester, NH, USA",False
9996,Off-Season Demo Team 9996,"Manchester, NH, USA",False
9997,Off-Season Demo Team 9997,"Manchester, NH, USA",False
9998,Off-Season Demo Team 9998,"Manchester, NH, USA",False
9999,Off-Season Demo Team 9999,"Manchester, NH, USA",False
10000,Neutron Star,"Beijing, Beijing, China",True
10001,Belt 2 Bot,"Philadelphia, Pennsylvania, USA",False
10002,BotBuilders,"Brisbane, Queensland, Australia",True
10004,SCAROB (Star City Area Robotics),"Roanoke, Virginia, USA",True
10006,Lunar Robotics,"Lawrenceville, Georgia, USA",False
10010,The Quokkas,"Istanbul, Istanbul, Türkiye",False
10011,Gridrunners,"Dayton, Ohio, USA",True
10012,SEASIDE Robotics,"Maracanaú, Ceará, Brazil",False
10014,REBELLION,"Prosper, Texas, USA",True
10015,Bubbles,"Aurora, Ontario, Canada",True
10016,Absolute Zero,"Chuansha, Shanghai, China",True
10017,GPS Robotics,"Wesley Chapel, Florida, USA",True
10019,SESI SENAI MINERSKILLS,"Belo Horizonte , Minas Gerais, Brazil",True
10021,Guerin Catholic Golden Gears,"Noblesville, Indiana, USA",True
10027,Spontaneous Combustion,"Unionville, Ontario, Canada",False
10029,The Portotypes,"Portage, Indiana, USA",True
10032,Singularity,"Frisco, Texas, USA",True
10034,GammaLand,"DongShan, Yilan, Chinese Taipei",True
10041,Ferzeri Legacy,"Sultanbeyli, Istanbul, Türkiye",False
10042,Spirit Dynamics,"Karabük, Karabük, Türkiye",False
10043,Conscius Robotics,"İstanbul, Istanbul, Türkiye",True
10044,Panther Robotics,"Edmonton, Alberta, Canada",False
10045,Casque Robotics,"Kartal, Istanbul, Türkiye",True
10050,Sea Dragons,"BAŞAKŞEHİR, Istanbul, Türkiye",True
10051,ASTRAL TECH ROBOTICS,"Kocaeli/Gebze, Kocaeli, Türkiye",False
10053,Front Runners,"Didim, Aydin, Türkiye",False
10055,Mehmet Günenç Robotics,"Bandirma, Balikesir, Türkiye",False
10058,ShacShuca Robotics,"Ankara, Ankara, Türkiye",False
10059,Tech On Titans,"San Jose, California, USA",True
10062,ATEMS Robotics,"Abilene, Texas, USA",False
10063,S.C.R.A.P.,"Weymouth, Massachusetts, USA",True
10064,HanniBAL,"Bodrum, Mugla, Türkiye",True
10066,CephaloSquad,"North Clarendon, Vermont, USA",True
10069,University Academic Charter School,"Jersey City, New Jersey, USA",False
10070,Ghost Bots,"Abington, Pennsylvania, USA",True
10072,WhirlyBots,"Wilson, North Carolina, USA",True
10077,The H.E.I.S.T.,"Huntersville, North Carolina, USA",True
10079,Arrowdynamics,"Bothell, Washington, USA",True
10090,Sunflower,"Ankara, Ankara, Türkiye",False
10101,Critical Hit,"Huntsville, Alabama, USA",True
10105,BLACK MAMBA,"Istanbul, Istanbul, Türkiye",False
10107,ThunderBirdz,"Concord, North Carolina, USA",True
10108,Hazard5,"Enosburg Falls, Vermont, USA",True
10114,Phantom Talons," Zhonghe Dist, New Taipei, Chinese Taipei",True
10118,Robonauts EveryBot,"Houston, Texas, USA",True
10120,Wulfa the Wolf,"shanghai, Shanghai, China",True
10121,TMSA MechaTiger,"Apex, North Carolina, USA",True
10131,Royal Turtles,"131 Argyle St. KLN, Hong Kong, China",True
10132,Kuanta Robotics,"Pendik, Istanbul, Türkiye",True
10133,Manhattan Monsters,"Waterbury, Connecticut, USA",True
10137,RoboKats,"Lexington, Kentucky, USA",True
10138,VikingBot,"Lyndon Center, Vermont, USA",True
10139,Tsunami,"Mate Asher, HaZafon, Israel",True
10140,Lord's Valley Robotics Team,"Jaraguá do Sul, Santa Catarina, Brazil",False
10141,HBAL-TECH,"Bahçelievler, Istanbul, Türkiye",True
10142,ANDROMEDA,"ADANA, Adana, Türkiye",True
10143,Northeast High School Philadelphia Robotics Team,"Philadelphia, Pennsylvania, USA",True
10146,Elbis Robotics ,"İstanbul, Istanbul, Türkiye",True
10147,ArmBots,"Glendale, California, USA",True
10151,IOTRONIC / Polivirtual FRC,"Queretaro, Querétaro, Mexico",False
10152,Orbotics,"Chappaqua, New York, USA",True
10154,PizzaByte 2.0,"Panamá , Panamá, Panama",True
10156,"Marshy Machines, Sponsored by NASA","Marshfield, Massachusetts, USA",True
10157,Roman Robotics,"Philadelphia, Pennsylvania, USA",True
10159,PHS Dynanos,"Milton, Florida, USA",True
10162,Viking Robotics,"Fort Walton Beach, Florida, USA",True
10166,Thunder Vikes,"Port Hueneme, California, USA",True
10167,Jeunes Sans Frontières,"Brampton, Ontario, Canada",True
10170,ND Robotics,"Lawrence Township, New Jersey, USA",True
10172,South Side Archers,"Fort Wayne, Indiana, USA",True
10173,Minot Syber-Sentinels,"Minot, North Dakota, USA",True
10174,SRC Robotics 2024-25,"Milton, Florida, USA",False
10177,CyberClaws,"Miami, Florida, USA",True
10180,ÇOROBOT,"Çorum, Çorum, Türkiye",True
10181,ProtoWarriors,"Fife Lake, Michigan, USA",True
10183,ARC,"Las Vegas, Nevada, USA",True
10185,Nexify Robotics,"İstanbul, Istanbul, Türkiye",True
10186,feenx,"Reno, Nevada, USA",True
10190,UNIMATE - SESI SENAI SC,"São José, Santa Catarina, Brazil",True
10200,West Pionners,"Luzerna, Santa Catarina, Brazil",False
10202,NOVATRON ,"Beylikdüzü, Istanbul, Türkiye",True
10203,LANCE,"BEYOĞLU, Istanbul, Türkiye",True
10204,TeamAbra,"Konya , Konya, Türkiye",False
10205,MAGNETAR,"Konak, Izmir, Türkiye",True
10207,Doomsday Engineering,"Findlay, Ohio, USA",True
10208,MAYHEM,"Findlay, Ohio, USA",True
10209,The Valtra,"İstanbul, Istanbul, Türkiye",False
10211,Cyber Colts,"Panama, Panamá, Panama",True
10212,Circuit Bakers,"Dublin, California, USA",True
10213,BALTA,"BAHCELIEVLER, Istanbul, Türkiye",True
10214,Team Doritos,"Beijing, Beijing, China",True
10216,QUANTUMBEE,"ANKARA, Ankara, Türkiye",True
10217,Catahoula Blue Dogs,"Port Allen, Louisiana, USA",True
10218,No Signal,"Rockwood, Ontario, Canada",False
10219,Bathtub Chickens,"Panama City, Florida, USA",True
10221,#1 Sea Bass,"San Francisco, California, USA",True
10223,Crimson Jewels,"Rochester, New York, USA",True
10224,MAV MECHANICS (NASA),"Henrico, Virginia, USA",True
10225,Prepa Tecmilenio - PYROX,"Guadalupe, Nuevo León, Mexico",True
10226,Leo High School,"Chicago, Illinois, USA",False
10228,Phoenix Robotics,"Zephyrhills, Florida, USA",True
10229,Event Horizon,"New York, New York, USA",True
10230,The Splash,"İSTANBUL, Istanbul, Türkiye",True
10231,Midnight Circuits,"North Charleston, South Carolina, USA",True
10232,Killer Kardinals 2,"Plainfield, New Jersey, USA",True
10234,TEDRA,"ISTANBUL, Istanbul, Türkiye",True
10236,REXTED,"Maltepe, Istanbul, Türkiye",True
10243,ANATOLIAN WOLVES,"Gebze, Kocaeli, Türkiye",True
10244,WOLFS ROBOTICS,"Gebze, Kocaeli, Türkiye",True
10245,WAMS,"Waterbury, Connecticut, USA",True
10246,ISTAF Team Infinitech,"Bayrampaşa, Istanbul, Türkiye",True
10247,RedFox,"Ankara, Ankara, Türkiye",True
10248,Iron Byrds,"Fayetteville, North Carolina, USA",True
10249,SpartanBots10249,"Huntington Park, California, USA",False
10251,Chimera,"Döşemealtı, Antalya, Türkiye",True
10252,Mecha Lions,"San Jose, California, USA",True
10254,Regal Seagulls,"Falmouth, Massachusetts, USA",True
10256,Team Scrap Metal,"Gilbert, Arizona, USA",True
10257,Vector Space,"Lynchburg, Virginia, USA",True
10260,RoboJags,"Jackson, North Carolina, USA",True
10261,PYRONEERS,"Athens, Attiki, Greece",True
10262,Bionic Buzzers,"Hastings-On-Hudson,, New York, USA",True
10263,Temari Robotics,"gravatai, Rio Grande do Sul, Brazil",True
10264,STORM,"Menomonie, Wisconsin, USA",True
10266,Hopkins Galvanized Goats,"New Haven, Connecticut, USA",True
10269,Beaverbots,"Knoxville, Tennessee, USA",False
10279,The Erudites,"Stouffville, Ontario, Canada",False
10281,MechaWolves,"San Francisco, California, USA",True
10285,Sacred Heart Outlanders,"Bloomfield Hills, Michigan, USA",True
10287,Milwaukee City RC,"Milwaukee, Wisconsin, USA",True
10288,Interstate,"Winnetka, Illinois, USA",False
10291,MUTUM-X,"NOVA MUTUM, Mato Grosso, Brazil",True
10295,FOREST GUARDIANS,"ALTA FLORESTA, Mato Grosso, Brazil",True
10296,BIOBOTS,"Barra do Bugres, Mato Grosso, Brazil",False
10297,PANTANALBOTS,"Cáceres, Mato Grosso, Brazil",True
10298,LUVER CONTROL,"Lucas do Rio Verde, Mato Grosso, Brazil",True
10299,HARVBOT,"Sorriso, Mato Grosso, Brazil",False
10300,Obama FRC,"Pittsburgh, Pennsylvania, USA",True
10302,Byte Force,"Cary, North Carolina, USA",True
10303,C-TEC Robotics ,"Newark, Ohio, USA",True
10304,Circuit Breakers,"Winston-Salem, North Carolina, USA",True
10308,HiveMind,"Sultangazi, Istanbul, Türkiye",True
10309,Jayhawks Robotics,"Columbus, Mississippi, USA",True
10312,ByteForce,"McKinney, Texas, USA",True
10313,CAPELLA Robotics,"Karşıyaka, Izmir, Türkiye",False
10316,The Western Blue Tongues,"Gosnells, 6110, Western Australia, Australia",False
10317,CIA Robotics,"Chaffee, Missouri, USA",True
10321,MBA Imperio Robotics,"İSTANBUL, Istanbul, Türkiye",False
10322,Beyond the Bell,"Flora, Illinois, USA",True
10323,DeMolay Dynamics,"North Port, Florida, USA",True
10327,Perry Pumatronix,"Gilbert, Arizona, USA",False
10328,IBBTECH-JR,"Istanbul, Istanbul, Türkiye",False
10332,Carroll Charger Robotics,"Fort Wayne, Indiana, USA",True
10333,Elevation,"Colorado Springs, Colorado, USA",True
10334,Sardis Robotics,"Sardes, Manisa, Türkiye",False
10335,Cyber Sharks,"Saint Johns, Florida, USA",False
10336,BHA Tigers,"San Diego, California, USA",True
10337,Technoka Robotics,"Kaiıkoy, Istanbul, Türkiye",True
10338,10338 - CircuitMakers,"Cairo, Georgia, USA",True
10339,BrainShift,"Seaside, California, USA",True
10340,ITKAN Girls,"Plano, Texas, USA",True
10342,Lost in Translation,"Perth, Western Australia, Australia",True
10343,Tera Robotics,"Três Lagoas, Mato Grosso do Sul, Brazil",True
10344,SESI IPÊV4,"Mossoró, Rio Grande do Norte, Brazil",False
10345,Sirius,"Goiânia , Goiás, Brazil",True
10349,Pontiac Firebirds,"Pontiac, Michigan, USA",True
10350,Canberra CIPHER,"Canberra, Australian Capital Territory, Australia",True
10351,Robotics Bulldogs,"Bennettsville, South Carolina, USA",False
10352,SUNY Poly Wildcat Robotics,"Utica, New York, USA",False
10353,HATAY ROBOTICS,"HATAY , Hatay, Türkiye",True
10354,Sting,"Sanford, North Carolina, USA",True
10356,Capitech,"Campo Grande, Mato Grosso do Sul, Brazil",True
10358,Yeah8 Tech,"pine bluff, Arkansas, USA",False
10361,Gatorbots,"Santee, South Carolina, USA",True
10366,Builder Bears,"Bergenfield, New Jersey, USA",True
10367,Category 4 Storm Surge ,"Summerville, South Carolina, USA",True
10368,RoboRattlers,"North Las Vegas, Nevada, USA",False
10369,Blue Grizzly,"Hawthorne, New Jersey, USA",False
10370,Squatch Watch,"Clintwood, Virginia, USA",True
10372,THE ANTS,"Milpitas, California, USA",True
10376,Plutonium Panthers,"Augusta, Georgia, USA",True
10377,Aughtonauts ,"Oklahoma City, Oklahoma, USA",True
10378,DUCKS,"Lawton, Oklahoma, USA",False
10380,The Dragon Hunters,"Queen Creek, Arizona, USA",True
10382,SPEARHEAD,"Hays, Kansas, USA",False
10383,Robistim,"ATASEHIR, Istanbul, Türkiye",True
10384,Sparkanovas,"Calgary, Alberta, Canada",True
10385,Cycle-Breakers,"McAllen, Texas, USA",True
10387,BI Blue Tigers 2024,"Hinesville, Georgia, USA",False
10388,The Iron Wolverine Angels,"Dorchester, South Carolina, USA",True
10390,GOOGIRL,"Taichung, Taichung Municipality, Chinese Taipei",True
